HOME_TEAM_WINS,FGP_H,FG3P_H,FTP_H,DREB_H,AST_H,STL_H,BLK_H,RANKING_H
YES,0.48,0.37,0.79,40,28,8,1,0.64
YES,0.48,0.5,0.76,31,21,7,3,0.569
YES,0.45,0.32,0.73,30,31,8,5,0.449
YES,0.45,0.42,0.77,31,24,7,4,0.46
NO,0.45,0.37,0.77,37,23,5,4,0.38
YES,0.46,0.36,0.72,35,22,4,7,0.385
YES,0.47,0.39,0.67,40,16,5,4,0.627
NO,0.45,0.39,0.5,29,23,9,7,0.423
YES,0.57,0.48,0.81,31,29,13,8,0.78
YES,0.48,0.29,0.67,34,22,11,4,0.56
YES,0.49,0.3,0.84,38,25,11,4,0.392
NO,0.42,0.38,0.79,29,22,4,3,0.373
NO,0.42,0.39,0.83,26,22,9,3,0.314
YES,0.46,0.32,0.86,39,20,10,6,0.6
YES,0.53,0.36,0.78,38,28,8,2,0.588
YES,0.59,0.55,0.74,39,28,6,5,0.412
YES,0.42,0.31,0.85,36,24,9,3,0.647
YES,0.41,0.22,0.75,39,18,9,5,0.577
NO,0.42,0.38,0.86,35,19,8,7,0.176
NO,0.52,0.39,0.88,31,27,4,5,0.385
NO,0.51,0.41,0.88,32,29,9,5,0.588
YES,0.5,0.39,0.94,39,28,7,10,0.451
YES,0.49,0.42,0.9,36,20,6,1,0.604
NO,0.45,0.33,0.79,34,16,4,4,0.415
NO,0.54,0.45,0.79,26,25,13,1,0.365
YES,0.38,0.31,0.66,24,19,7,10,0.569
YES,0.46,0.23,0.94,41,22,8,4,0.462
YES,0.46,0.35,0.82,39,20,11,11,0.385
YES,0.4,0.21,0.84,35,18,8,11,0.593
NO,0.45,0.35,0.72,23,16,6,3,0.577
YES,0.39,0.27,0.83,39,19,6,7,0.462
YES,0.49,0.42,0.67,32,31,9,2,0.691
NO,0.49,0.43,0.84,28,16,6,6,0.385
YES,0.5,0.4,0.93,36,24,11,1,0.396
YES,0.56,0.54,0.92,40,37,9,5,0.846
NO,0.5,0.52,0.85,31,24,7,2,0.558
YES,0.51,0.3,0.83,36,31,6,4,0.585
NO,0.5,0.3,0.83,29,25,9,5,0.407
YES,0.53,0.25,0.62,38,32,11,6,0.472
NO,0.46,0.4,0.57,28,18,10,4,0.431
YES,0.49,0.58,0.76,30,24,6,8,0.6
NO,0.4,0.38,0.76,28,23,8,2,0.346
YES,0.49,0.37,0.9,25,22,8,3,0.377
NO,0.45,0.21,0.76,30,17,6,6,0.377
NO,0.42,0.27,0.69,40,20,6,5,0.17
NO,0.51,0.35,0.77,31,23,4,6,0.426
YES,0.47,0.3,0.77,34,24,10,5,0.574
NO,0.44,0.31,0.93,37,26,8,5,0.453
NO,0.49,0.48,0.79,40,27,4,8,0.364
YES,0.51,0.25,0.76,31,21,12,3,0.396
YES,0.48,0.5,0.67,31,27,12,2,0.407
YES,0.51,0.42,0.85,30,25,4,8,0.315
NO,0.56,0.42,0.6,23,36,10,5,0.4
NO,0.39,0.35,0.81,29,20,6,4,0.589
YES,0.47,0.34,0.67,32,29,8,4,0.604
NO,0.53,0.29,0.84,30,27,11,5,0.423
NO,0.43,0.4,0.75,33,19,4,6,0.167
NO,0.46,0.22,0.75,22,22,11,0,0.37
NO,0.42,0.29,0.69,28,22,8,3,0.463
NO,0.41,0.26,0.87,26,16,9,2,0.618
YES,0.55,0.5,0.82,37,30,9,3,0.698
NO,0.48,0.25,0.78,31,20,7,8,0.564
NO,0.44,0.35,0.75,32,24,6,4,0.444
YES,0.45,0.36,0.79,27,27,15,8,0.37
NO,0.48,0.45,0.83,28,19,2,6,0.537
YES,0.49,0.49,0.83,39,32,10,3,0.407
YES,0.49,0.5,0.79,39,27,8,4,0.702
YES,0.54,0.25,0.88,36,27,11,4,0.382
NO,0.51,0.5,0.68,32,18,4,5,0.582
YES,0.45,0.35,0.89,38,23,11,5,0.418
YES,0.5,0.64,0.81,39,18,5,8,0.411
NO,0.36,0.38,0.56,44,22,4,4,0.418
NO,0.45,0.33,0.76,33,21,7,2,0.4
YES,0.51,0.29,1,28,26,9,2,0.444
YES,0.55,0.59,0.75,38,34,6,1,0.455
NO,0.32,0.17,0.67,37,14,5,4,0.607
NO,0.46,0.32,0.83,26,23,8,0,0.164
NO,0.43,0.35,0.83,30,14,7,3,0.304
YES,0.58,0.65,0.82,34,27,4,9,0.611
NO,0.47,0.27,0.85,31,14,7,7,0.429
NO,0.44,0.35,0.77,30,19,11,5,0.436
NO,0.49,0.45,0.7,31,21,8,3,0.527
NO,0.49,0.39,0.79,33,27,6,2,0.375
NO,0.46,0.41,0.53,30,22,10,3,0.333
YES,0.48,0.41,0.8,30,22,8,5,0.482
YES,0.47,0.38,0.92,35,24,18,3,0.625
YES,0.38,0.38,0.74,38,19,8,4,0.579
YES,0.44,0.32,0.91,46,15,2,4,0.474
YES,0.48,0.46,0.89,31,23,6,2,0.709
YES,0.56,0.42,0.85,47,32,7,10,0.316
NO,0.41,0.32,0.77,26,22,6,1,0.69
NO,0.52,0.39,0.83,33,30,7,8,0.161
NO,0.4,0.32,0.67,35,25,4,5,0.446
NO,0.37,0.18,0.76,35,22,8,3,0.586
YES,0.47,0.52,0.71,36,21,10,4,0.561
YES,0.48,0.46,0.75,33,21,13,4,0.661
YES,0.52,0.5,0.7,37,19,9,5,0.614
YES,0.49,0.36,0.67,40,32,10,10,0.839
NO,0.39,0.22,0.79,28,15,5,5,0.362
YES,0.42,0.24,1,36,23,2,6,0.491
NO,0.5,0.22,0.78,30,21,7,1,0.509
YES,0.41,0.41,0.92,47,29,5,2,0.483
YES,0.52,0.5,0.89,37,26,8,4,0.431
NO,0.42,0.19,0.81,33,24,10,8,0.397
YES,0.53,0.52,0.92,43,31,11,11,0.842
YES,0.53,0.39,0.8,36,29,5,10,0.714
NO,0.4,0.32,0.72,27,18,8,4,0.356
YES,0.51,0.45,0.71,40,32,11,2,0.448
YES,0.49,0.33,0.76,31,15,7,4,0.586
YES,0.53,0.38,0.71,35,24,9,4,0.397
YES,0.45,0.42,0.71,45,28,9,6,0.569
YES,0.51,0.42,1,42,23,8,7,0.517
NO,0.38,0.3,0.67,37,14,7,6,0.561
YES,0.47,0.46,0.77,35,31,14,4,0.5
NO,0.44,0.3,0.83,28,18,9,2,0.603
NO,0.43,0.39,0.83,25,15,5,1,0.446
YES,0.49,0.34,0.8,40,28,9,7,0.386
YES,0.46,0.3,0.96,40,21,11,8,0.367
YES,0.42,0.35,0.77,39,30,10,11,0.845
NO,0.39,0.39,0.8,32,18,3,6,0.424
NO,0.46,0.38,0.73,36,24,5,3,0.702
YES,0.49,0.42,0.77,32,23,9,5,0.458
YES,0.47,0.38,0.76,19,32,15,6,0.7
YES,0.46,0.46,0.75,36,24,12,4,0.397
YES,0.47,0.29,0.78,34,21,6,7,0.407
NO,0.43,0.36,0.46,34,22,8,4,0.475
YES,0.46,0.31,0.71,32,27,14,3,0.61
NO,0.44,0.32,0.76,29,26,9,3,0.441
YES,0.48,0.29,0.76,37,17,4,0,0.576
YES,0.51,0.3,0.89,27,26,10,6,0.456
YES,0.54,0.35,0.78,34,16,7,5,0.593
NO,0.46,0.32,0.61,31,16,8,2,0.317
NO,0.43,0.36,0.77,22,21,16,1,0.596
NO,0.39,0.29,0.8,31,21,9,7,0.633
NO,0.45,0.29,0.89,30,24,11,3,0.373
NO,0.36,0.22,0.81,27,22,8,5,0.689
YES,0.43,0.5,0.91,31,18,5,2,0.407
YES,0.5,0.36,0.85,41,20,4,2,0.707
NO,0.44,0.35,0.67,35,23,6,4,0.417
NO,0.45,0.38,0.84,32,17,10,6,0.4
NO,0.49,0.38,0.77,33,22,9,5,0.311
NO,0.46,0.38,0.9,24,26,10,3,0.5
YES,0.45,0.43,0.9,29,29,11,6,0.603
YES,0.56,0.48,0.76,27,24,6,3,0.59
YES,0.43,0.28,0.74,32,23,13,2,0.483
YES,0.51,0.68,0.7,36,20,5,7,0.583
NO,0.43,0.5,0.86,28,12,8,3,0.41
YES,0.46,0.42,0.78,39,28,4,6,0.639
YES,0.56,0.48,0.75,30,24,12,4,0.567
NO,0.46,0.5,0.87,24,26,8,5,0.441
YES,0.5,0.36,0.96,45,18,6,4,0.393
NO,0.45,0.35,0.54,26,26,8,3,0.6
YES,0.47,0.31,0.88,30,20,8,7,0.78
NO,0.39,0.21,0.55,30,18,6,5,0.607
NO,0.41,0.2,0.77,34,11,3,3,0.361
YES,0.54,0.43,0.67,34,24,9,12,0.459
NO,0.37,0.35,0.88,34,11,8,4,0.59
YES,0.6,0.37,0.84,38,30,8,7,0.311
YES,0.44,0.26,0.81,42,19,9,5,0.508
YES,0.49,0.4,0.74,36,19,9,7,0.417
YES,0.51,0.46,0.71,40,25,7,5,0.613
NO,0.43,0.25,0.75,28,23,11,7,0.306
NO,0.54,0.38,0.73,32,30,7,4,0.557
YES,0.55,0.4,0.93,22,35,11,4,0.45
YES,0.48,0.19,0.78,37,23,5,3,0.41
YES,0.5,0.29,0.79,39,27,7,6,0.371
YES,0.43,0.32,0.77,38,20,5,9,0.377
YES,0.49,0.24,0.81,36,28,10,7,0.323
NO,0.38,0.32,0.83,40,20,2,2,0.387
NO,0.37,0.33,0.88,30,23,8,6,0.6
YES,0.57,0.64,0.73,31,29,9,6,0.426
NO,0.45,0.3,0.84,34,21,5,3,0.452
YES,0.52,0.53,0.83,33,20,6,4,0.46
NO,0.49,0.41,0.86,30,30,5,2,0.371
NO,0.42,0.35,0.75,31,26,11,0,0.5
YES,0.5,0.43,0.75,33,25,10,4,0.698
YES,0.4,0.25,0.62,32,16,10,8,0.787
YES,0.44,0.22,0.83,33,16,3,4,0.459
YES,0.45,0.2,0.81,40,16,7,10,0.333
NO,0.47,0.32,0.8,35,18,5,6,0.397
NO,0.44,0.33,0.61,33,21,12,1,0.548
NO,0.46,0.36,0.73,38,22,7,5,0.302
YES,0.49,0.28,0.81,32,24,6,2,0.419
YES,0.48,0.54,0.92,28,26,9,6,0.607
NO,0.52,0.47,0.75,32,24,8,3,0.403
NO,0.44,0.4,0.79,29,23,7,2,0.563
YES,0.53,0.45,0.62,39,23,7,5,0.603
YES,0.49,0.29,0.65,38,26,7,3,0.492
NO,0.46,0.46,0.71,33,19,6,6,0.54
YES,0.45,0.39,0.91,35,24,6,6,0.79
YES,0.41,0.35,0.9,37,21,10,2,0.444
NO,0.45,0.33,0.66,41,15,3,6,0.677
NO,0.44,0.27,0.63,28,30,5,3,0.365
YES,0.41,0.37,0.8,34,16,10,2,0.625
NO,0.47,0.28,0.67,31,23,4,5,0.359
YES,0.5,0.43,0.75,33,28,11,2,0.46
YES,0.54,0.55,0.79,35,25,5,5,0.429
NO,0.52,0.4,0.77,27,16,4,1,0.547
NO,0.5,0.48,0.79,40,23,5,8,0.328
YES,0.43,0.2,0.75,36,19,12,7,0.547
NO,0.44,0.2,0.67,34,23,8,12,0.813
YES,0.44,0.41,0.71,33,22,8,7,0.477
YES,0.42,0.28,0.81,33,21,10,4,0.369
YES,0.5,0.48,0.84,37,27,3,2,0.516
YES,0.49,0.25,0.9,36,26,10,4,0.413
YES,0.43,0.31,0.79,34,26,9,4,0.476
YES,0.5,0.48,0.76,37,33,9,5,0.794
NO,0.42,0.31,0.77,32,22,6,3,0.385
NO,0.44,0.25,0.75,21,22,9,4,0.677
NO,0.53,0.46,0.47,29,31,6,2,0.453
YES,0.47,0.35,0.79,34,22,6,1,0.492
NO,0.45,0.35,0.77,28,26,6,2,0.554
NO,0.46,0.32,0.8,36,20,7,10,0.323
YES,0.45,0.29,0.85,39,25,8,12,0.444
YES,0.46,0.3,0.67,33,23,10,3,0.554
YES,0.42,0.42,0.89,40,16,5,0,0.438
YES,0.53,0.39,0.77,39,24,11,4,0.462
YES,0.44,0.29,0.78,32,21,6,3,0.422
NO,0.39,0.23,0.75,38,24,9,4,0.477
YES,0.52,0.41,0.87,29,17,13,6,0.484
YES,0.59,0.48,0.85,37,34,6,5,0.446
YES,0.52,0.36,0.66,37,24,8,6,0.554
NO,0.48,0.52,0.79,32,27,5,1,0.385
NO,0.38,0.17,0.74,28,22,11,3,0.545
NO,0.4,0.19,0.86,38,17,6,1,0.358
NO,0.44,0.35,0.6,31,24,4,2,0.379
YES,0.52,0.44,0.83,39,27,6,7,0.785
YES,0.46,0.4,0.87,29,19,5,6,0.492
NO,0.45,0.28,0.85,39,32,5,1,0.439
YES,0.48,0.33,0.58,37,27,14,6,0.5
YES,0.49,0.32,0.83,33,25,13,3,0.606
NO,0.38,0.35,0.92,38,17,2,4,0.431
YES,0.49,0.39,0.7,32,21,8,10,0.485
YES,0.5,0.35,0.75,31,23,7,7,0.561
NO,0.51,0.5,0.75,36,26,4,5,0.438
YES,0.47,0.43,1,39,22,14,5,0.627
YES,0.43,0.36,0.68,32,25,10,4,0.687
YES,0.43,0.33,0.84,35,12,2,4,0.515
YES,0.46,0.5,0.72,42,23,7,3,0.185
NO,0.5,0.2,0.86,33,24,10,10,0.303
NO,0.44,0.36,0.7,35,20,5,3,0.328
YES,0.48,0.47,0.76,37,31,6,9,0.788
NO,0.46,0.24,0.84,33,25,4,3,0.433
YES,0.47,0.36,0.94,46,19,7,6,0.582
YES,0.53,0.67,0.82,34,22,1,3,0.627
YES,0.54,0.45,0.88,36,36,9,7,0.478
YES,0.52,0.52,0.74,26,30,11,0,0.552
YES,0.54,0.53,0.76,39,24,8,6,0.388
YES,0.52,0.48,0.86,38,27,8,7,0.424
YES,0.6,0.63,0.74,38,29,4,3,0.667
YES,0.42,0.32,0.62,41,21,8,4,0.397
NO,0.46,0.5,0.87,28,20,6,6,0.182
YES,0.36,0.44,0.8,30,24,12,11,0.791
YES,0.48,0.29,0.6,45,19,10,8,0.403
YES,0.53,0.43,0.89,39,26,8,6,0.515
NO,0.49,0.4,0.71,37,30,4,1,0.612
YES,0.55,0.42,0.66,37,37,13,4,0.691
NO,0.37,0.39,0.8,31,22,6,6,0.471
NO,0.47,0.21,0.72,36,23,3,4,0.588
YES,0.54,0.39,0.86,32,34,2,5,0.632
YES,0.51,0.46,0.84,33,23,9,3,0.485
NO,0.48,0.42,0.73,31,28,7,5,0.776
NO,0.4,0.24,0.64,31,24,9,11,0.324
NO,0.42,0.23,0.67,31,14,6,4,0.485
NO,0.47,0.17,0.96,29,20,6,4,0.391
YES,0.53,0.54,0.85,37,31,7,2,0.485
NO,0.41,0.3,0.74,30,19,6,9,0.544
NO,0.46,0.25,0.77,26,15,10,10,0.574
YES,0.57,0.38,0.52,40,36,14,9,0.794
YES,0.42,0.27,0.53,41,14,6,2,0.672
NO,0.36,0.31,0.8,35,23,7,7,0.191
YES,0.46,0.38,0.83,27,34,5,6,0.618
YES,0.52,0.41,0.87,46,32,8,6,0.368
YES,0.53,0.35,0.75,45,29,8,7,0.406
NO,0.45,0.38,0.62,29,24,7,4,0.29
YES,0.59,0.31,0.79,30,29,6,9,0.493
NO,0.44,0.14,0.83,37,18,9,8,0.319
NO,0.35,0.15,0.67,37,14,5,5,0.478
YES,0.51,0.31,0.69,47,27,4,3,0.586
NO,0.43,0.32,0.63,32,28,9,3,0.478
YES,0.6,0.52,0.79,38,30,5,6,0.797
NO,0.36,0.27,0.81,23,22,13,7,0.536
YES,0.5,0.38,0.72,36,23,7,4,0.58
YES,0.42,0.43,0.87,28,20,7,3,0.571
YES,0.48,0.37,0.86,32,24,7,9,0.471
YES,0.43,0.38,0.7,35,23,8,8,0.435
YES,0.47,0.36,0.73,35,29,9,7,0.377
NO,0.52,0.41,0.79,30,23,5,1,0.286
NO,0.43,0.42,0.76,32,16,2,1,0.188
YES,0.49,0.44,0.88,37,25,7,7,0.586
YES,0.54,0.47,0.73,34,31,7,2,0.414
YES,0.43,0.48,0.67,51,26,2,4,0.486
NO,0.47,0.3,0.65,26,18,8,8,0.486
YES,0.49,0.39,0.78,30,31,9,3,0.768
YES,0.5,0.4,0.65,28,28,12,4,0.443
YES,0.51,0.45,0.78,29,27,12,2,0.69
NO,0.43,0.19,0.55,28,18,10,2,0.571
YES,0.49,0.32,0.75,34,25,8,4,0.592
YES,0.37,0.17,0.83,41,19,10,4,0.366
YES,0.44,0.5,0.91,33,21,9,9,0.514
YES,0.43,0.3,0.71,34,19,10,6,0.634
YES,0.49,0.35,0.74,34,18,6,4,0.592
YES,0.43,0.34,0.63,35,22,1,6,0.2
NO,0.36,0.32,0.83,26,24,8,2,0.429
NO,0.47,0.3,0.63,27,23,8,3,0.282
YES,0.4,0.31,0.84,39,16,8,3,0.423
NO,0.42,0.19,0.62,36,15,8,6,0.457
YES,0.44,0.41,0.74,32,17,13,5,0.493
NO,0.44,0.47,0.88,27,20,10,2,0.4
YES,0.4,0.32,0.74,37,23,9,6,0.606
NO,0.45,0.35,0.8,30,26,5,3,0.361
YES,0.53,0.42,1,34,35,7,0,0.479
YES,0.59,0.48,0.63,29,36,12,2,0.472
YES,0.51,0.41,0.86,33,27,5,2,0.639
NO,0.49,0.38,0.6,29,19,6,6,0.38
YES,0.46,0.25,0.66,28,18,5,7,0.611
YES,0.55,0.25,0.73,36,26,7,8,0.577
YES,0.46,0.35,0.67,30,26,11,4,0.437
YES,0.48,0.31,0.65,29,26,6,5,0.775
YES,0.49,0.52,0.72,40,15,8,2,0.465
YES,0.45,0.28,0.76,44,25,11,5,0.211
NO,0.39,0.26,0.61,26,20,8,11,0.486
YES,0.44,0.3,0.88,26,27,10,6,0.514
YES,0.51,0.38,0.95,35,29,9,5,0.611
NO,0.42,0.26,0.79,28,18,6,4,0.444
NO,0.51,0.54,0.73,28,19,9,8,0.5
YES,0.52,0.46,0.69,41,36,4,6,0.37
YES,0.52,0.61,0.86,33,26,6,2,0.292
YES,0.47,0.36,0.75,44,29,5,3,0.694
NO,0.41,0.42,0.74,24,22,9,5,0.466
YES,0.47,0.34,0.8,38,31,8,5,0.644
YES,0.49,0.32,0.89,31,37,14,8,0.806
YES,0.63,0.5,0.65,31,24,5,3,0.472
YES,0.45,0.4,0.75,34,28,11,6,0.778
NO,0.38,0.25,0.85,28,20,10,4,0.431
YES,0.45,0.26,0.89,36,14,9,5,0.595
NO,0.49,0.36,0.78,21,24,6,6,0.653
NO,0.35,0.19,0.59,32,16,10,3,0.507
NO,0.44,0.3,0.76,25,20,8,0,0.507
YES,0.55,0.55,0.73,30,30,9,4,0.808
YES,0.53,0.33,0.88,27,32,8,3,0.649
NO,0.38,0.24,0.86,41,21,3,1,0.479
YES,0.63,0.51,0.81,34,32,8,4,0.699
YES,0.43,0.41,0.83,39,16,9,4,0.507
YES,0.48,0.47,0.92,33,29,8,2,0.452
NO,0.39,0.24,0.59,41,19,6,3,0.288
NO,0.41,0.34,0.82,39,20,7,2,0.587
YES,0.48,0.27,0.82,42,24,11,7,0.781
YES,0.54,0.33,0.92,33,26,13,5,0.378
YES,0.46,0.24,0.77,28,16,4,6,0.392
YES,0.48,0.56,0.61,38,27,6,7,0.608
NO,0.41,0.34,0.79,31,23,12,4,0.425
YES,0.59,0.67,0.66,34,24,7,8,0.608
YES,0.49,0.3,0.73,32,15,8,5,0.486
NO,0.39,0.16,0.9,28,20,9,2,0.689
NO,0.42,0.3,0.76,35,20,7,5,0.453
NO,0.49,0.25,0.79,26,25,7,1,0.446
NO,0.49,0.28,0.83,26,25,8,5,0.5
NO,0.4,0.28,0.67,37,22,11,5,0.216
YES,0.4,0.22,0.72,42,24,5,6,0.514
NO,0.51,0.36,0.88,32,21,6,9,0.284
NO,0.41,0.28,0.82,27,30,7,3,0.373
NO,0.46,0.35,0.79,31,23,4,7,0.6
YES,0.5,0.4,0.76,33,26,5,5,0.427
NO,0.41,0.38,0.81,26,20,9,9,0.77
YES,0.47,0.38,0.89,34,22,8,3,0.547
NO,0.37,0.2,0.81,35,19,2,6,0.373
NO,0.4,0.32,0.78,27,24,8,3,0.64
NO,0.4,0.3,0.7,42,24,9,8,0.36
NO,0.45,0.13,0.67,30,14,7,1,0.387
YES,0.57,0.4,0.73,33,27,6,4,0.592
YES,0.42,0.39,0.65,42,20,6,7,0.461
YES,0.42,0.48,0.61,36,26,11,3,0.48
YES,0.48,0.39,0.82,30,24,12,8,0.493
NO,0.53,0.3,0.54,30,24,6,2,0.289
YES,0.48,0.48,0.77,26,30,9,5,0.405
YES,0.47,0.41,0.9,39,23,4,4,0.553
YES,0.47,0.47,0.83,33,26,10,11,0.461
YES,0.42,0.39,0.71,39,25,6,3,0.526
YES,0.45,0.34,0.71,30,27,10,14,0.816
YES,0.45,0.52,0.66,37,23,7,5,0.605
NO,0.41,0.24,0.72,30,17,5,4,0.487
YES,0.45,0.36,0.85,40,27,6,5,0.645
YES,0.53,0.45,0.56,36,30,8,4,0.64
YES,0.48,0.3,0.79,35,28,16,12,0.434
NO,0.41,0.29,0.85,33,21,7,3,0.573
YES,0.46,0.4,0.61,35,20,9,7,0.618
YES,0.47,0.4,1,34,25,6,4,0.487
YES,0.55,0.44,0.82,35,24,8,5,0.603
YES,0.53,0.26,0.81,35,26,8,5,0.224
YES,0.47,0.41,0.94,30,21,12,3,0.5
NO,0.45,0.33,0.79,31,27,8,4,0.4
YES,0.39,0.3,0.85,43,21,11,6,0.234
NO,0.39,0.28,0.84,24,20,12,2,0.377
NO,0.46,0.39,0.92,35,19,10,5,0.566
NO,0.41,0.33,0.97,34,24,7,4,0.429
NO,0.51,0.35,0.83,29,25,9,3,0.519
NO,0.48,0.48,0.76,34,26,3,9,0.481
NO,0.42,0.24,0.83,39,24,8,11,0.282
YES,0.49,0.42,0.7,41,29,7,4,0.645
YES,0.47,0.37,0.78,34,14,11,2,0.286
YES,0.54,0.32,0.79,27,25,12,9,0.61
YES,0.52,0.53,0.86,34,26,7,6,0.776
YES,0.57,0.44,0.88,34,34,7,10,0.818
YES,0.49,0.44,0.86,32,26,3,5,0.408
NO,0.44,0.32,0.74,22,32,7,4,0.359
YES,0.51,0.5,0.83,30,31,10,3,0.603
YES,0.47,0.26,0.62,38,26,4,8,0.385
YES,0.44,0.55,0.82,40,17,11,2,0.397
NO,0.51,0.44,0.88,25,30,5,8,0.423
YES,0.44,0.52,0.78,38,22,8,6,0.779
YES,0.48,0.32,0.84,42,29,9,7,0.571
YES,0.52,0.44,0.79,32,33,9,7,0.821
YES,0.54,0.5,0.76,37,30,9,3,0.649
YES,0.53,0.57,0.79,40,21,4,6,0.615
YES,0.44,0.48,1,33,16,7,4,0.487
NO,0.41,0.21,0.62,30,21,6,4,0.641
YES,0.51,0.39,0.77,35,22,11,0,0.608
YES,0.43,0.29,0.68,45,19,7,3,0.679
NO,0.42,0.26,0.69,35,26,13,2,0.278
NO,0.44,0.37,0.67,30,28,8,8,0.769
NO,0.45,0.32,0.88,32,19,2,7,0.456
NO,0.47,0.35,0.81,31,21,7,5,0.532
NO,0.52,0.33,0.61,33,22,5,4,0.449
YES,0.47,0.36,0.85,39,24,9,6,0.354
YES,0.49,0.48,0.71,39,26,7,4,0.513
NO,0.36,0.21,0.77,40,19,10,3,0.354
YES,0.48,0.32,0.77,32,20,15,3,0.494
YES,0.43,0.42,0.81,37,19,8,4,0.494
NO,0.42,0.35,0.76,29,20,9,2,0.38
NO,0.48,0.25,0.76,35,23,5,3,0.646
NO,0.41,0.31,0.75,40,25,3,6,0.671
YES,0.41,0.45,0.71,32,14,10,4,0.613
YES,0.6,0.56,0.73,27,29,8,7,0.62
YES,0.55,0.41,0.72,39,31,9,4,0.481
YES,0.51,0.56,0.83,31,20,3,9,0.538
YES,0.52,0.44,0.84,33,16,6,6,0.288
YES,0.44,0.17,0.72,25,20,12,1,0.304
NO,0.43,0.31,0.62,38,26,1,8,0.405
NO,0.45,0.32,0.91,35,22,5,5,0.45
YES,0.42,0.32,0.79,34,24,15,6,0.25
NO,0.49,0.47,0.73,29,29,10,2,0.35
NO,0.42,0.36,0.79,33,20,3,3,0.763
NO,0.48,0.36,0.77,32,21,7,6,0.6
NO,0.35,0.26,0.87,37,23,9,1,0.35
YES,0.51,0.3,0.94,39,37,2,4,0.825
YES,0.41,0.43,0.88,35,15,5,6,0.5
YES,0.47,0.29,0.78,35,31,8,4,0.525
YES,0.55,0.42,0.88,35,26,6,4,0.296
NO,0.48,0.43,0.69,24,23,12,3,0.531
NO,0.5,0.29,0.83,31,26,8,2,0.388
YES,0.49,0.37,0.8,28,26,10,8,0.313
NO,0.48,0.32,0.93,38,22,6,4,0.475
NO,0.45,0.32,0.93,30,27,6,1,0.37
YES,0.45,0.37,0.86,42,31,7,4,0.642
YES,0.45,0.59,0.6,38,28,4,3,0.519
YES,0.46,0.36,0.71,37,28,9,3,0.494
YES,0.51,0.38,0.82,37,29,9,0,0.617
NO,0.47,0.39,0.9,23,20,10,1,0.346
YES,0.54,0.46,0.88,43,33,12,4,0.494
YES,0.42,0.44,0.87,30,18,6,3,0.506
NO,0.49,0.36,0.71,34,25,5,6,0.815
NO,0.46,0.38,1,30,22,9,2,0.457
YES,0.52,0.26,0.78,39,30,6,4,0.531
NO,0.4,0.3,0.82,34,24,8,4,0.395
YES,0.48,0.36,0.7,39,24,15,3,0.321
NO,0.44,0.25,0.68,24,24,12,3,0.383
YES,0.52,0.47,0.79,47,28,7,2,0.395
YES,0.48,0.42,0.84,33,21,5,7,0.512
YES,0.43,0.47,0.76,48,28,15,4,0.5
NO,0.39,0.32,0.86,32,18,4,5,0.524
NO,0.43,0.32,0.65,37,20,10,8,0.573
YES,0.48,0.52,0.94,45,27,7,6,0.354
YES,0.46,0.33,0.68,40,26,14,8,0.817
YES,0.46,0.33,0.69,35,31,12,3,0.646
YES,0.46,0.34,0.64,31,37,11,7,0.671
NO,0.48,0.43,0.38,39,22,4,2,0.5
YES,0.49,0.41,0.72,26,17,5,7,0.378
YES,0.52,0.36,0.76,32,29,4,6,0.622
YES,0.51,0.38,0.65,29,24,10,5,0.622
NO,0.37,0.27,0.71,32,20,5,7,0.622
YES,0.52,0.33,0.83,37,19,2,4,0.5
YES,0.54,0.39,0.52,24,26,7,2,0.622
YES,0.54,0.53,0.76,34,16,4,11,0.744
NO,0.36,0.22,0.73,39,15,3,4,0.622
NO,0.44,0.33,0.88,32,20,6,4,0.622
YES,0.45,0.29,0.94,27,28,8,9,0.598
NO,0.43,0.37,0.74,24,27,9,4,0.646
YES,0.49,0.3,0.69,42,21,8,3,0.671
YES,0.53,0.41,0.86,36,26,7,10,0.817
YES,0.55,0.42,0.87,30,19,6,8,0.622
YES,0.46,0.39,0.97,34,14,4,4,0.744
NO,0.46,0.3,0.58,27,26,6,4,0.646
YES,0.48,0.48,0.72,34,24,6,4,0.622
YES,0.52,0.3,0.62,31,26,7,4,0.622
YES,0.45,0.32,0.73,32,22,10,10,0.598
YES,0.49,0.38,0.76,32,20,5,8,0.671
YES,0.44,0.31,0.83,43,31,8,11,0.817
NO,0.4,0.39,0.85,35,25,4,5,0.512
YES,0.51,0.41,0.9,27,21,2,3,0.524
YES,0.53,0.52,0.74,33,29,6,4,0.512
NO,0.39,0.29,1,37,14,7,8,0.5
YES,0.55,0.47,0.61,31,24,8,5,0.573
NO,0.52,0.41,0.69,24,16,5,2,0.622
NO,0.43,0.39,0.81,41,17,5,6,0.5
YES,0.46,0.44,0.92,43,19,3,3,0.524
NO,0.37,0.24,0.61,37,16,8,3,0.512
YES,0.49,0.36,0.59,39,26,6,5,0.524
NO,0.42,0.21,0.79,32,19,5,3,0.5
NO,0.47,0.33,0.59,33,21,8,6,0.512
NO,0.49,0.37,0.56,30,20,10,12,0.573
YES,0.54,0.45,0.71,35,24,7,3,0.622
NO,0.39,0.33,0.83,32,14,7,3,0.5
YES,0.58,0.44,0.92,35,28,10,6,0.622
YES,0.44,0.39,0.76,37,24,7,1,0.524
YES,0.52,0.5,0.82,24,23,7,2,0.744
