HOME_TEAM_WINS,FGP_H,FG3P_H,FTP_H,DREB_H,AST_H,STL_H,BLK_H,RANKING_H
YES,0.4,0.16,0.85,37,13,7,6,0.671
NO,0.42,0.43,0.83,31,16,7,2,0.622
YES,0.45,0.29,0.81,33,21,8,10,0.598
YES,0.43,0.22,1,30,27,9,3,0.646
NO,0.45,0.44,0.83,21,15,4,1,0.524
NO,0.43,0.39,0.64,26,18,11,10,0.512
NO,0.4,0.21,0.88,34,13,5,2,0.5
NO,0.41,0.27,0.67,28,18,8,5,0.622
NO,0.47,0.28,0.84,24,26,9,3,0.524
NO,0.44,0.24,0.58,28,17,3,2,0.622
YES,0.51,0.49,0.8,26,32,8,7,0.646
NO,0.37,0.31,0.78,34,19,10,2,0.744
YES,0.46,0.41,0.83,39,26,8,4,0.622
YES,0.49,0.24,0.9,32,32,7,8,0.817
YES,0.51,0.36,0.76,29,26,11,7,0.646
YES,0.54,0.38,0.89,32,27,5,7,0.744
YES,0.55,0.55,0.74,34,28,9,4,0.622
YES,0.47,0.32,0.88,37,26,7,5,0.598
YES,0.49,0.45,0.85,38,33,11,4,0.817
NO,0.44,0.11,0.94,24,17,9,4,0.622
NO,0.36,0.31,0.89,25,17,12,7,0.671
NO,0.39,0.32,0.71,37,19,6,3,0.622
YES,0.52,0.43,0.89,33,29,13,3,0.598
NO,0.47,0.34,0.8,29,28,7,3,0.622
YES,0.53,0.44,0.6,34,28,7,3,0.671
NO,0.37,0.3,0.75,32,13,7,4,0.622
YES,0.41,0.33,0.65,34,24,7,5,0.744
YES,0.53,0.48,0.71,39,33,7,8,0.646
NO,0.29,0.32,0.72,27,14,5,3,0.671
YES,0.43,0.21,0.62,35,20,4,7,0.598
YES,0.48,0.37,0.73,26,22,13,8,0.817
YES,0.53,0.46,0.8,27,27,7,4,0.646
YES,0.56,0.49,0.95,34,39,16,5,0.817
NO,0.47,0.32,0.56,27,33,4,1,0.646
NO,0.37,0.3,0.93,29,23,7,4,0.646
NO,0.47,0.24,0.6,31,22,10,3,0.744
NO,0.46,0.41,0.78,35,21,5,4,0.622
NO,0.42,0.32,0.78,30,33,14,4,0.744
YES,0.59,0.45,0.82,33,23,5,4,0.622
NO,0.43,0.37,0.74,27,20,7,5,0.646
YES,0.42,0.36,0.69,36,31,12,3,0.817
YES,0.52,0.42,0.92,43,34,5,7,0.817
NO,0.44,0.27,0.84,27,17,9,3,0.622
YES,0.53,0.53,0.68,30,27,6,3,0.622
YES,0.51,0.37,0.82,29,27,8,2,0.817
YES,0.46,0.23,0.84,41,19,3,4,1
NO,0.54,0.53,0.9,35,34,5,9,0
NO,0.44,0.38,0.86,32,27,5,4,0
YES,0.52,0.26,0.78,33,29,12,9,1
YES,0.43,0.35,0.92,38,24,14,3,1
YES,0.51,0.38,0.94,30,28,9,5,1
NO,0.48,0.35,0.8,33,19,5,4,0
YES,0.48,0.38,0.76,39,22,8,9,1
NO,0.43,0.39,0.52,32,23,12,2,0
YES,0.46,0.38,0.89,38,22,8,11,1
YES,0.42,0.31,0.57,30,19,9,8,1
YES,0.43,0.27,0.79,36,21,8,10,1
NO,0.31,0.26,0.72,23,10,9,8,0
YES,0.47,0.45,0.93,36,26,10,4,1
NO,0.41,0.25,0.61,40,21,8,7,0
YES,0.43,0.29,0.73,28,26,14,7,1
YES,0.43,0.31,0.8,45,17,5,4,0.5
NO,0.38,0.31,0.75,33,20,7,4,0
NO,0.46,0.31,0.83,22,23,9,2,0.5
YES,0.53,0.35,0.83,30,25,12,7,1
NO,0.46,0.44,0.64,34,26,8,4,0
NO,0.49,0.48,0.68,40,17,8,9,0
YES,0.5,0.33,0.71,33,22,13,6,0.5
NO,0.45,0.22,0.67,33,15,1,4,0.5
NO,0.41,0.33,0.71,29,19,8,7,0
YES,0.44,0.32,0.81,34,17,11,2,0.5
YES,0.48,0.23,0.82,46,17,12,4,1
NO,0.46,0.27,0.81,27,20,6,2,0
YES,0.47,0.37,0.78,34,20,8,4,1
YES,0.52,0.41,0.57,39,24,6,11,0.5
YES,0.49,0.31,0.79,34,22,11,4,0.667
NO,0.38,0.28,0.74,33,15,4,7,0.667
YES,0.47,0.3,0.84,43,23,5,10,1
YES,0.55,0.46,0.73,42,26,12,2,1
YES,0.52,0.39,0.73,28,22,9,8,0.667
YES,0.44,0.33,0.6,40,25,7,2,0.5
NO,0.38,0.29,0.78,40,18,3,5,0
YES,0.47,0.41,0.68,38,27,12,8,0.667
NO,0.48,0.35,0.62,27,26,9,6,0.333
NO,0.49,0.33,0.75,29,27,7,6,0.333
YES,0.46,0.38,0.67,31,21,12,6,0.667
YES,0.47,0.35,0.88,37,24,8,4,0.75
NO,0.4,0.31,0.6,28,21,11,0,0
NO,0.42,0.24,0.74,30,25,5,2,0.75
NO,0.39,0.2,0.74,30,14,5,2,0.5
YES,0.55,0.33,0.85,39,20,6,5,0.25
YES,0.44,0.25,0.7,37,19,4,12,1
NO,0.49,0.35,0.78,35,27,5,2,0.333
YES,0.49,0.35,0.88,38,20,8,5,0.75
YES,0.52,0.42,0.77,31,28,5,3,0.75
NO,0.49,0.38,0.64,18,27,9,4,0.5
YES,0.38,0.34,0.82,45,17,7,7,0.75
YES,0.49,0.48,0.81,36,26,11,7,0.5
YES,0.47,0.34,0.67,33,21,12,4,1
YES,0.43,0.37,0.71,28,22,11,3,0.6
YES,0.47,0.42,0.81,40,17,5,5,0.5
NO,0.44,0.33,0.6,31,29,14,7,0.2
YES,0.48,0.37,0.69,33,26,8,8,0.5
YES,0.49,0.42,0.69,31,20,6,4,0.2
YES,0.52,0.44,0.65,35,32,7,3,0.6
NO,0.46,0.35,0.94,28,19,6,2,0.5
YES,0.56,0.46,0.86,31,32,10,7,0.6
YES,0.44,0.32,0.78,39,18,8,5,0.4
YES,0.45,0.23,0.81,47,27,9,5,0.5
YES,0.36,0.22,0.76,44,20,5,4,0.25
NO,0.45,0.44,0.57,35,22,6,3,0.6
YES,0.41,0.29,0.87,37,18,7,6,0.8
NO,0.39,0.45,0.86,28,19,5,4,0.6
NO,0.47,0.35,0.92,29,25,7,5,0.2
YES,0.45,0.33,0.59,36,19,7,6,0.25
NO,0.42,0.42,1,32,23,7,4,0.167
NO,0.38,0.38,0.57,33,16,6,5,0.4
YES,0.49,0.36,0.77,27,23,5,7,0.5
YES,0.57,0.48,0.5,39,22,9,7,0.8
NO,0.46,0.13,0.71,40,20,7,6,0.4
YES,0.48,0.26,0.9,38,33,7,13,0.667
NO,0.43,0.23,0.94,34,17,6,9,0.4
YES,0.52,0.39,0.75,37,33,10,4,0.5
NO,0.33,0.39,0.73,36,19,6,6,0.8
YES,0.47,0.42,0.75,36,26,10,6,0.833
YES,0.47,0.42,0.69,35,18,9,5,0.5
NO,0.28,0.27,0.75,35,16,9,5,0.2
NO,0.51,0.48,0.79,30,22,7,2,0.143
YES,0.44,0.42,0.82,41,27,8,7,0.667
NO,0.41,0.39,0.68,39,24,5,4,0.429
NO,0.57,0.37,0.75,30,29,3,11,0.571
NO,0.47,0.45,0.81,28,27,9,2,0.143
NO,0.38,0.3,0.85,34,20,5,5,0.429
YES,0.55,0.33,0.47,47,31,6,7,0.5
YES,0.47,0.45,0.75,38,21,9,3,0.5
NO,0.39,0.27,0.81,32,13,8,2,0.167
NO,0.34,0.23,0.82,37,17,7,8,0.714
YES,0.47,0.46,0.8,29,25,16,8,0.571
YES,0.5,0.41,0.91,38,27,8,10,0.5
NO,0.45,0.4,0.83,26,21,4,3,0.667
NO,0.53,0.26,0.68,35,17,8,5,0.333
NO,0.46,0.25,0.78,34,30,9,5,0.429
NO,0.4,0.28,0.74,25,17,12,3,0.625
YES,0.48,0.35,0.81,39,24,10,6,0.714
NO,0.39,0.31,0.79,32,13,5,7,0.571
YES,0.49,0.46,0.79,42,30,9,5,0.429
NO,0.42,0.29,0.82,27,24,8,4,0.571
NO,0.41,0.29,0.7,37,15,9,4,0.375
YES,0.42,0.41,0.77,39,25,8,7,0.571
YES,0.46,0.37,0.56,38,36,10,4,0.5
YES,0.41,0.39,0.89,45,21,8,0,0.429
YES,0.53,0.46,0.83,42,27,9,5,0.714
NO,0.43,0.31,0.85,36,23,8,1,0.429
NO,0.5,0.23,0.7,33,25,6,3,0.375
YES,0.54,0.56,0.76,34,21,5,3,0.625
NO,0.43,0.26,0.86,29,27,13,4,0.375
NO,0.48,0.33,0.69,26,21,12,3,0.625
NO,0.45,0.33,0.8,30,20,5,4,0.571
YES,0.38,0.45,0.86,45,16,9,8,0.625
YES,0.49,0.41,0.84,36,30,10,3,0.75
YES,0.53,0.5,0.66,34,35,9,4,0.5
NO,0.39,0.29,0.74,32,19,6,8,0.5
YES,0.47,0.41,0.89,31,22,7,4,0.556
YES,0.51,0.43,0.7,50,26,10,7,0.444
NO,0.4,0.37,0.79,37,20,4,7,0.5
YES,0.47,0.33,0.81,38,31,7,6,0.556
NO,0.41,0.29,0.6,31,23,6,2,0.667
NO,0.54,0.39,0.68,28,25,5,2,0.5
NO,0.48,0.33,0.83,36,16,8,8,0.111
YES,0.5,0.5,0.79,38,34,7,9,0.556
YES,0.45,0.39,0.56,28,17,9,6,0.556
YES,0.47,0.31,0.82,32,21,10,4,0.667
NO,0.39,0.26,0.77,38,19,4,7,0.1
YES,0.52,0.31,0.88,40,24,5,7,0.5
NO,0.44,0.35,0.92,23,11,9,5,0.556
YES,0.54,0.42,0.8,38,33,7,9,0.667
NO,0.46,0.25,0.81,37,26,9,6,0.5
NO,0.46,0.15,0.77,28,18,7,7,0.625
NO,0.35,0.26,0.75,42,23,10,5,0.25
YES,0.51,0.54,0.68,27,28,10,3,0.7
NO,0.44,0.28,0.91,32,27,6,6,0.4
NO,0.36,0.21,0.89,35,18,4,4,0.6
YES,0.46,0.42,0.87,42,20,4,4,0.7
YES,0.5,0.26,0.74,34,24,8,7,0.556
YES,0.47,0.33,0.78,38,25,5,4,0.5
NO,0.39,0.29,0.8,32,16,11,4,0.556
YES,0.5,0.35,0.79,37,20,6,7,0.6
YES,0.5,0.5,0.72,35,21,9,4,0.6
YES,0.59,0.59,0.86,37,26,9,7,0.727
NO,0.46,0.21,0.63,27,17,7,8,0.556
NO,0.35,0.24,0.74,38,13,8,7,0.364
NO,0.48,0.5,0.8,31,24,8,4,0.182
YES,0.37,0.34,0.92,38,20,12,10,0.727
YES,0.47,0.26,0.75,38,26,16,9,0.545
YES,0.6,0.48,0.76,29,29,5,5,0.6
YES,0.54,0.52,0.75,30,22,5,0,0.6
NO,0.43,0.4,0.78,36,21,5,5,0.5
YES,0.54,0.54,0.79,28,33,13,3,0.636
NO,0.44,0.32,0.95,32,11,9,1,0.545
YES,0.5,0.5,0.87,27,18,7,4,0.455
NO,0.47,0.38,0.83,30,19,4,4,0.455
YES,0.47,0.38,0.92,42,21,6,5,0.2
NO,0.3,0.23,0.8,31,15,14,6,0.455
YES,0.52,0.44,0.64,42,25,3,5,0.727
YES,0.39,0.24,0.77,32,20,8,6,0.833
NO,0.45,0.41,0.77,28,20,4,2,0.333
YES,0.56,0.42,0.78,42,37,10,9,0.75
YES,0.54,0.46,0.59,23,31,16,7,0.636
YES,0.47,0.35,0.81,28,21,11,5,0.75
YES,0.52,0.33,0.9,38,20,7,4,0.545
YES,0.46,0.38,0.7,38,27,8,4,0.636
YES,0.46,0.33,0.77,31,27,7,7,0.583
YES,0.43,0.44,0.61,37,29,6,5,0.273
YES,0.44,0.4,0.78,31,23,7,5,0.75
NO,0.42,0.35,0.82,39,17,4,4,0.5
YES,0.36,0.29,0.84,40,15,6,5,0.846
NO,0.4,0.26,0.67,32,24,10,3,0.2
YES,0.51,0.42,0.72,29,23,8,7,0.417
NO,0.34,0.24,0.86,36,12,10,7,0.417
NO,0.42,0.31,0.91,34,23,8,6,0.583
NO,0.47,0.21,0.76,28,13,8,5,0.308
YES,0.54,0.29,0.79,31,22,14,10,0.583
YES,0.48,0.38,0.84,32,19,12,3,0.462
YES,0.6,0.67,0.81,36,33,5,6,0.615
NO,0.42,0.29,0.76,33,21,7,3,0.154
YES,0.54,0.38,0.79,43,26,7,4,0.538
YES,0.41,0.26,0.85,33,16,11,4,0.5
YES,0.45,0.36,0.75,35,18,14,4,0.769
YES,0.53,0.38,0.67,39,21,4,10,0.357
YES,0.53,0.41,0.78,37,29,9,4,0.615
YES,0.59,0.52,0.96,35,31,15,11,0.769
YES,0.52,0.44,0.8,32,29,6,6,0.583
YES,0.5,0.47,0.76,34,21,10,4,0.462
NO,0.45,0.36,0.62,34,18,5,7,0.429
YES,0.48,0.5,0.7,43,24,2,5,0.769
YES,0.4,0.38,0.79,31,24,9,2,0.857
YES,0.55,0.39,0.65,31,31,10,5,0.571
NO,0.43,0.32,0.77,36,19,13,3,0.538
YES,0.52,0.33,0.89,35,22,12,5,0.538
NO,0.39,0.27,0.6,43,15,6,4,0.333
YES,0.49,0.55,0.72,26,23,6,5,0.538
NO,0.44,0.35,0.91,23,23,8,4,0.429
YES,0.5,0.35,0.88,38,35,4,5,0.786
NO,0.44,0.38,0.66,25,16,8,4,0.385
YES,0.51,0.32,0.92,40,30,7,1,0.615
NO,0.44,0.4,0.62,34,26,4,3,0.357
NO,0.41,0.29,0.83,35,18,7,4,0.133
NO,0.42,0.31,0.85,34,21,4,4,0.733
YES,0.36,0.27,0.86,37,15,7,2,0.5
NO,0.48,0.23,0.68,33,21,7,5,0.385
YES,0.49,0.36,0.75,32,24,10,16,0.571
NO,0.51,0.25,0.77,32,29,5,10,0.5
YES,0.44,0.52,0.69,31,21,7,2,0.571
NO,0.39,0.11,0.81,35,18,7,6,0.4
YES,0.63,0.5,0.62,44,40,9,6,0.2
YES,0.45,0.5,0.69,30,27,9,4,0.643
NO,0.51,0.37,1,22,31,13,3,0.533
YES,0.47,0.43,0.84,33,18,4,5,0.571
NO,0.41,0.43,0.84,30,15,3,3,0.429
YES,0.33,0.22,0.87,45,15,8,5,0.875
NO,0.45,0.33,0.57,31,28,9,5,0.313
YES,0.52,0.5,0.92,31,26,9,2,0.231
YES,0.44,0.54,0.67,38,22,4,5,0.5
YES,0.47,0.33,0.79,43,24,9,4,0.563
NO,0.38,0.29,0.88,39,18,4,4,0.6
NO,0.37,0.21,0.88,30,18,3,3,0.125
YES,0.63,0.51,0.76,35,37,5,4,0.6
YES,0.56,0.35,0.91,37,29,4,11,0.667
YES,0.44,0.4,0.79,32,23,6,7,0.625
NO,0.49,0.28,0.67,40,26,7,10,0.375
YES,0.42,0.29,0.67,31,20,11,5,0.267
YES,0.51,0.46,0.75,32,27,8,2,0.4
NO,0.47,0.38,0.8,29,24,7,1,0.188
NO,0.48,0.34,0.75,29,28,8,5,0.533
NO,0.36,0.26,0.74,33,18,6,7,0.467
YES,0.39,0.42,0.79,41,20,7,9,0.4
YES,0.48,0.5,0.84,42,27,7,2,0.176
YES,0.54,0.48,0.76,39,19,6,8,0.563
NO,0.38,0.28,0.65,35,13,10,5,0.5
YES,0.51,0.26,0.73,39,32,5,4,0.389
YES,0.53,0.38,0.56,33,36,11,5,0.412
NO,0.51,0.23,0.67,32,23,11,4,0.625
NO,0.36,0.33,0.69,39,24,7,2,0.375
NO,0.42,0.35,0.86,25,21,8,2,0.438
YES,0.44,0.26,0.71,37,20,8,7,0.688
YES,0.45,0.32,1,38,29,7,5,0.647
NO,0.41,0.21,0.85,37,18,7,3,0.167
NO,0.44,0.43,0.54,27,23,7,2,0.647
NO,0.48,0.4,0.89,29,18,11,6,0.235
NO,0.42,0.34,0.61,39,23,6,7,0.471
YES,0.43,0.38,0.96,37,24,11,5,0.563
YES,0.49,0.42,0.79,41,22,5,7,0.438
YES,0.51,0.28,0.78,42,26,8,3,0.529
NO,0.38,0.27,0.78,30,23,6,9,0.438
YES,0.52,0.27,0.68,46,20,11,7,0.563
NO,0.44,0.18,0.74,27,17,10,7,0.5
YES,0.4,0.32,0.72,41,23,7,6,0.444
YES,0.52,0.41,0.7,29,21,8,2,0.611
YES,0.49,0.36,0.88,41,20,3,4,0.471
YES,0.47,0.4,0.84,37,23,10,5,0.421
NO,0.46,0.24,0.93,46,25,7,6,0.412
YES,0.55,0.44,0.74,38,30,13,4,0.778
YES,0.46,0.32,0.69,37,16,15,5,0.471
NO,0.48,0.34,0.87,27,26,10,2,0.167
YES,0.55,0.48,0.64,34,26,9,4,0.278
NO,0.4,0.32,0.79,38,15,7,9,0.368
YES,0.46,0.35,0.8,32,22,9,3,0.611
YES,0.43,0.34,0.71,46,23,12,8,0.588
YES,0.48,0.29,0.92,38,23,7,2,0.556
YES,0.46,0.33,0.82,34,29,8,7,0.588
YES,0.47,0.36,0.82,34,23,5,5,0.471
YES,0.46,0.33,0.73,42,25,4,7,0.632
YES,0.58,0.44,1,43,36,11,11,0.737
NO,0.43,0.25,0.75,32,22,13,6,0.444
YES,0.51,0.28,0.58,35,24,9,4,0.579
NO,0.44,0.41,0.62,31,21,9,3,0.579
NO,0.39,0.1,0.83,33,12,9,6,0.35
YES,0.47,0.42,0.75,27,30,7,2,0.211
YES,0.46,0.4,0.68,33,27,6,10,0.85
NO,0.5,0.4,0.71,34,25,4,6,0.333
YES,0.46,0.42,0.74,31,19,10,3,0.579
NO,0.49,0.3,1,26,20,9,2,0.55
NO,0.46,0.52,0.89,29,19,9,8,0.263
YES,0.57,0.56,0.58,25,31,8,2,0.45
YES,0.41,0.3,0.81,33,30,11,6,0.75
YES,0.44,0.38,0.77,33,30,12,6,0.789
YES,0.49,0.43,0.73,35,25,11,5,0.25
YES,0.51,0.47,0.9,42,35,7,2,0.611
NO,0.46,0.35,0.94,30,20,9,4,0.526
NO,0.37,0.16,0.77,28,20,7,4,0.421
NO,0.35,0.22,0.87,25,18,9,1,0.2
NO,0.4,0.32,0.89,24,15,8,3,0.368
NO,0.37,0.42,0.81,40,25,10,2,0.167
YES,0.53,0.43,0.71,29,24,12,5,0.6
YES,0.49,0.4,0.65,34,31,8,4,0.8
NO,0.38,0.11,0.8,31,15,6,2,0.579
YES,0.52,0.42,0.9,39,27,7,5,0.65
NO,0.52,0.48,0.57,31,27,2,4,0.818
YES,0.48,0.36,0.93,34,19,7,3,0.421
YES,0.53,0.58,0.85,35,25,7,8,0.571
NO,0.4,0.33,0.73,37,13,3,3,0.5
NO,0.5,0.43,0.71,27,31,9,6,0.714
YES,0.48,0.44,0.89,34,24,7,6,0.476
YES,0.49,0.33,0.74,40,21,12,2,0.667
NO,0.4,0.29,0.69,31,15,5,2,0.286
NO,0.4,0.4,0.7,32,27,11,7,0.158
NO,0.41,0.33,0.64,36,27,3,1,0.571
NO,0.46,0.33,0.81,37,26,5,3,0.227
YES,0.53,0.44,0.73,28,24,6,2,0.65
NO,0.49,0.38,0.8,27,30,12,5,0.381
YES,0.49,0.45,0.76,39,26,9,0,0.81
YES,0.51,0.4,0.83,27,22,9,5,0.667
YES,0.6,0.38,0.85,44,26,10,5,0.524
NO,0.46,0.4,0.91,20,27,8,2,0.524
YES,0.59,0.43,0.69,35,28,9,7,0.409
YES,0.57,0.46,0.76,39,31,11,6,0.7
YES,0.46,0.17,0.64,43,23,6,8,0.6
YES,0.46,0.39,0.74,33,22,7,4,0.571
NO,0.52,0.39,0.83,21,24,9,4,0.19
NO,0.42,0.26,0.88,40,17,5,3,0.591
YES,0.51,0.41,0.8,33,25,7,7,0.826
NO,0.54,0.34,0.7,26,23,8,6,0.4
YES,0.49,0.4,0.62,30,25,8,4,0.5
YES,0.48,0.33,0.84,33,28,12,6,0.545
NO,0.46,0.39,0.72,22,23,9,4,0.391
YES,0.49,0.31,0.67,35,29,6,8,0.667
YES,0.52,0.31,0.95,29,28,7,7,0.429
YES,0.49,0.4,0.72,38,25,7,3,0.522
NO,0.47,0.36,0.69,30,30,8,2,0.143
NO,0.41,0.33,0.78,30,19,8,6,0.333
NO,0.41,0.4,0.81,34,26,1,8,0.364
YES,0.41,0.36,0.88,30,27,7,4,0.591
YES,0.46,0.46,0.77,39,24,4,7,0.261
YES,0.46,0.39,0.82,30,26,8,6,0.591
YES,0.56,0.46,0.91,30,24,8,7,0.696
NO,0.45,0.31,1,35,20,6,3,0.565
YES,0.52,0.45,0.78,27,32,8,6,0.833
YES,0.49,0.32,0.83,27,20,9,6,0.571
NO,0.41,0.38,0.88,23,17,5,4,0.478
NO,0.38,0.32,0.73,34,16,9,6,0.348
YES,0.43,0.31,0.9,28,22,9,1,0.583
NO,0.46,0.33,0.9,35,18,4,4,0.5
YES,0.43,0.27,0.48,32,21,8,2,0.455
NO,0.37,0.3,0.78,29,18,9,2,0.217
NO,0.41,0.26,0.78,33,21,4,5,0.136
YES,0.57,0.46,0.71,37,26,4,6,0.292
YES,0.43,0.45,1,41,30,2,7,0.667
NO,0.49,0.41,0.6,36,33,11,4,0.5
YES,0.55,0.45,0.79,37,25,5,3,0.84
YES,0.47,0.29,0.88,35,22,6,8,0.348
YES,0.53,0.42,0.8,37,28,10,5,0.542
YES,0.4,0.18,0.82,41,17,13,5,0.409
NO,0.43,0.23,1,34,23,9,6,0.565
YES,0.57,0.47,0.78,42,29,9,3,0.542
YES,0.48,0.42,0.88,34,30,13,4,0.682
YES,0.48,0.22,0.69,34,18,11,6,0.478
NO,0.41,0.44,0.76,34,18,2,5,0.542
YES,0.47,0.21,0.67,39,17,9,7,0.423
YES,0.45,0.35,0.8,32,21,7,5,0.56
YES,0.41,0.35,0.76,44,25,8,8,0.846
YES,0.53,0.39,0.66,38,28,4,5,0.52
YES,0.49,0.36,0.69,28,22,7,5,0.565
NO,0.35,0.32,0.76,35,17,5,3,0.391
YES,0.52,0.64,0.74,32,22,8,3,0.5
YES,0.53,0.52,0.86,24,30,6,7,0.68
NO,0.44,0.31,0.6,26,23,6,3,0.348
YES,0.47,0.36,0.62,36,28,5,3,0.72
NO,0.44,0.37,0.81,28,17,10,5,0.5
NO,0.48,0.38,0.76,37,29,3,13,0.542
YES,0.44,0.3,0.63,42,24,3,7,0.417
NO,0.46,0.3,0.71,32,22,5,5,0.333
YES,0.47,0.3,0.88,32,16,6,3,0.692
NO,0.4,0.34,0.72,41,22,7,11,0.375
YES,0.44,0.38,0.62,37,21,7,3,0.577
YES,0.46,0.33,0.85,33,20,10,6,0.583
NO,0.4,0.24,0.78,31,18,5,7,0.407
NO,0.41,0.44,0.53,34,20,8,2,0.56
NO,0.46,0.36,0.89,28,19,7,3,0.5
NO,0.5,0.33,0.73,24,24,8,3,0.32
NO,0.51,0.44,0.75,26,19,4,5,0.52
NO,0.44,0.32,0.64,34,21,7,3,0.36
NO,0.41,0.26,0.84,35,16,3,3,0.4
YES,0.51,0.28,0.57,32,28,10,7,0.2
NO,0.44,0.39,0.59,34,23,5,5,0.308
YES,0.51,0.52,0.72,31,33,7,6,0.24
YES,0.48,0.48,0.76,27,26,12,2,0.704
NO,0.44,0.28,0.8,30,11,4,1,0.321
YES,0.54,0.41,0.85,33,22,8,6,0.6
YES,0.49,0.44,0.88,29,22,8,4,0.375
YES,0.49,0.29,0.82,27,16,9,4,0.5
NO,0.33,0.3,0.79,35,14,7,4,0.538
YES,0.5,0.37,0.78,36,19,7,2,0.593
YES,0.53,0.4,0.82,29,24,6,2,0.593
YES,0.58,0.62,0.75,28,31,11,9,0.519
NO,0.48,0.43,0.5,35,15,7,6,0.308
YES,0.48,0.41,0.72,36,23,9,3,0.231
NO,0.41,0.35,0.96,28,16,4,2,0.462
NO,0.39,0.3,0.67,25,17,6,1,0.296
YES,0.55,0.38,0.68,32,30,12,7,0.84
YES,0.55,0.5,0.76,36,26,5,9,0.786
YES,0.37,0.22,0.83,43,18,6,7,0.4
YES,0.56,0.53,0.7,31,35,5,2,0.714
NO,0.35,0.36,0.86,29,17,7,2,0.519
YES,0.48,0.41,0.73,34,25,7,7,0.519
NO,0.41,0.17,0.7,33,19,14,7,0.571
YES,0.43,0.32,0.73,34,21,9,3,0.333
YES,0.43,0.38,0.83,41,17,8,2,0.286
YES,0.4,0.23,0.76,44,26,4,6,0.423
YES,0.44,0.38,0.68,39,24,7,5,0.846
YES,0.59,0.44,0.79,26,29,10,7,0.8
NO,0.42,0.33,0.57,38,24,6,6,0.379
YES,0.47,0.41,0.5,38,21,7,8,0.536
YES,0.56,0.52,0.8,32,35,5,8,0.517
NO,0.45,0.35,0.67,31,18,11,7,0.571
NO,0.47,0.43,0.61,26,19,6,1,0.481
NO,0.45,0.33,0.79,31,20,3,9,0.3
YES,0.44,0.41,0.67,37,21,9,3,0.259
YES,0.6,0.5,0.78,37,35,7,4,0.793
NO,0.46,0.35,0.62,27,28,6,6,0.214
YES,0.5,0.42,0.8,31,32,10,5,0.724
NO,0.45,0.29,0.78,32,21,10,4,0.407
YES,0.56,0.48,0.85,31,29,12,9,0.586
YES,0.46,0.48,0.71,33,21,12,6,0.31
YES,0.56,0.25,0.56,34,26,11,5,0.704
NO,0.48,0.27,0.69,34,24,6,5,0.556
NO,0.4,0.3,0.76,36,21,6,4,0.552
YES,0.44,0.23,0.65,39,21,12,7,0.552
NO,0.41,0.37,0.74,31,21,7,1,0.357
YES,0.46,0.44,0.64,37,30,12,4,0.552
NO,0.44,0.28,0.8,43,35,13,4,0.5
NO,0.38,0.34,0.74,37,15,7,3,0.367
YES,0.47,0.36,0.8,33,20,15,3,0.852
NO,0.41,0.29,0.84,29,20,10,5,0.774
NO,0.41,0.41,0.88,28,18,8,3,0.3
YES,0.45,0.2,0.83,32,14,5,2,0.667
YES,0.38,0.34,0.76,28,22,10,8,0.517
YES,0.46,0.31,0.81,34,16,7,4,0.857
YES,0.55,0.61,0.81,29,21,9,3,0.552
NO,0.42,0.33,0.71,21,21,14,8,0.567
NO,0.34,0.23,0.64,38,18,9,3,0.345
YES,0.53,0.45,0.88,33,30,9,1,0.733
NO,0.43,0.36,0.56,38,20,4,5,0.533
NO,0.42,0.36,0.81,22,26,7,2,0.379
YES,0.47,0.5,0.81,32,27,11,3,0.567
YES,0.42,0.43,0.82,34,20,8,9,0.714
NO,0.47,0.33,0.79,29,14,12,3,0.548
YES,0.48,0.29,0.67,34,13,9,5,0.5
NO,0.45,0.4,0.63,38,23,9,9,0.357
YES,0.49,0.38,0.8,37,22,7,4,0.677
YES,0.46,0.36,0.84,29,25,8,6,0.233
YES,0.49,0.45,0.88,35,30,10,6,0.367
YES,0.48,0.46,0.84,34,27,9,7,0.31
NO,0.36,0.3,0.94,34,21,10,5,0.258
YES,0.46,0.37,0.81,21,19,6,2,0.581
YES,0.52,0.4,0.85,40,25,5,7,0.862
YES,0.52,0.38,0.81,32,27,12,3,0.552
YES,0.5,0.4,0.71,34,29,8,3,0.548
NO,0.42,0.29,0.71,40,21,7,6,0.467
YES,0.53,0.47,0.8,33,22,6,7,0.281
NO,0.43,0.28,0.85,32,27,5,6,0.226
NO,0.41,0.4,0.78,35,19,7,5,0.833
YES,0.46,0.33,0.88,30,26,9,8,0.806
NO,0.38,0.41,0.76,39,18,5,5,0.765
NO,0.5,0.46,0.79,34,27,6,5,0.516
YES,0.51,0.34,0.93,42,31,6,8,0.333
YES,0.47,0.33,0.67,41,22,1,4,0.4
NO,0.39,0.36,0.87,24,15,5,7,0.367
NO,0.4,0.24,0.64,25,18,13,2,0.516
NO,0.46,0.3,0.74,31,21,10,6,0.355
YES,0.52,0.35,0.86,34,23,15,5,0.516
YES,0.46,0.57,0.85,38,13,8,3,0.548
YES,0.51,0.41,0.86,28,25,10,3,0.727
YES,0.41,0.38,0.78,32,21,4,1,0.353
YES,0.46,0.46,0.83,36,18,7,4,0.455
NO,0.52,0.31,0.71,27,27,14,6,0.452
YES,0.54,0.52,0.61,25,24,11,5,0.531
YES,0.47,0.28,0.83,37,27,7,5,0.567
YES,0.64,0.64,0.83,33,25,3,3,0.531
NO,0.42,0.27,0.56,24,15,6,4,0.5
